ID,Name,Platform,Year_of_Release,Genre,Publisher
14529,Peak Performance,PS,1997,Racing,JVC
14530,Take On Helicopters,PC,2011,Simulation,Unknown
14531,Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games
14532,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft
14533,DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore
14534,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment
14535,Freaky Flyers,XB,2003,Racing,Midway Games
14536,Nacho Libre,DS,2006,Action,Majesco Entertainment
14537,Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games
14538,Homeworld 2,PC,2003,Strategy,Vivendi Games
14539,Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore
14540,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft
14541,Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega
14542,Rugby 15,X360,2015,Sports,Bigben Interactive
14543,Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment
14544,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games
14545,King Arthur II,PC,2011,Strategy,Paradox Interactive
14546,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software
14547,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment
14548,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive
14549,Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown
14550,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment
14551,Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games
14552,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games
14553,Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft
14554,N+,PSP,2007,Platform,Atari
14555,Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment
14556,Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment
14557,Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment
14558,Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment
14559,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment
14560,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust
14561,Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games
14562,Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing
14563,Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment
14564,Big Mountain 2000,N64,1998,Sports,Imagineer
14565,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames
14566,Charlie Blasts Territory,N64,1999,Action,Kemco
14567,Senko no Ronde DUO,X360,2010,Fighting,G.Rev
14568,Knights of Honor,PC,2004,Strategy,Sunflowers
14569,CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive
14570,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment
14571,The Inner World,PC,2013,Adventure,Headup Games
14572,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive
14573,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games
14574,Terraria,WiiU,2016,Action,505 Games
14575,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft
14576,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito
14577,Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing
14578,Downstream Panic!,PSP,2008,Action,Atari
14579,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega
14580,DJ Max Portable 3,PSP,2010,Misc,CyberFront
14581,Boot Camp Academy,Wii,2010,Action,Zoo Games
14582,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games
14583,S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory
14584,Empire Earth II,PC,2005,Strategy,Vivendi Games
14585,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory
14586,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory
14587,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft
14588,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli
14589,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets
14590,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios
14591,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft
14592,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC
14593,Tenka-bito,PS2,2006,Strategy,Sega
14594,Hot Pixel,PSP,2007,Puzzle,Atari
14595,Doodle Hex,DS,2008,Puzzle,Pinnacle
14596,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart
14597,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games
14598,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy
14599,Codename: Panzers Cold War,PC,2009,Strategy,Atari
14600,Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Fighting,Unknown
14601,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios
14602,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing
14603,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb
14604,R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing
14605,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts
14606,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games
14607,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games
14608,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment
14609,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company
14610,Hakuouki,PS2,2008,Adventure,Idea Factory
14611,Atomic Betty,GBA,2005,Puzzle,Atari
14612,"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing
14613,Doom,PC,1992,Shooter,id Software
14614,Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom
14615,Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom
14616,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing
14617,Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software
14618,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec
14619,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games
14620,Curious George,XB,2006,Action,Namco Bandai Games
14621,Disney's Aladdin,GBA,2003,Platform,Capcom
14622,Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star
14623,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega
14624,SimCity,PC,1988,Simulation,Maxis
14625,Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment
14626,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts
14627,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create
14628,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer
14629,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory
14630,MapleStory DS,DS,2010,Role-Playing,Nexon
14631,Playmobil Top Agents,DS,2010,Action,JoWood Productions
14632,Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks
14633,Pimp My Ride: Street Racing,DS,2009,Racing,Activision
14634,Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei
14635,Popeye: Rush for Spinach,GBA,2005,Platform,Atari
14636,Culdcept,PS2,2002,Strategy,Sega
14637,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC
14638,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei
14639,BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment
14640,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown
14641,Planet of the Apes,GBA,2001,Action,Ubisoft
14642,OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create
14643,Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ
14644,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft
14645,Real World Golf,XB,2006,Sports,Mad Catz
14646,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit
14647,Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose
14648,GTR Evolution,PC,2008,Racing,Atari
14649,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment
14650,Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment
14651,Lords of the Fallen,PC,2014,Role-Playing,Square Enix
14652,NBA 08,PSP,2007,Sports,Sony Computer Entertainment
14653,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle
14654,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb
14655,The Wolf Among Us,X360,2011,Adventure,Telltale Games
14656,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games
14657,Nanashi no Game Me,DS,2009,Action,Square Enix
14658,NBA 2K13,PC,2012,Sports,Take-Two Interactive
14659,Resident Evil 4,PC,2007,Action,Ubisoft
14660,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games
14661,007: Quantum of Solace,PC,2008,Action,Activision
14662,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games
14663,Megpoid the Music#,PSP,2013,Misc,Asgard
14664,Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games
14665,Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment
14666,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios
14667,Grid Runner,PS,1996,Action,Virgin Interactive
14668,Saihai no Yukue,DS,2008,Strategy,Tecmo Koei
14669,Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive
14670,Drome Racers,GC,2003,Racing,Electronic Arts
14671,World of Zoo,PC,2009,Simulation,THQ
14672,Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment
14673,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5
14674,Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive
14675,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios
14676,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing
14677,Dream Pinball 3D,DS,2008,Misc,SouthPeak Games
14678,Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions
14679,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest
14680,Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment
14681,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher
14682,Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad
14683,Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment
14684,Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting
14685,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games
14686,Handball 16,PS3,2015,Sports,Bigben Interactive
14687,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive
14688,World of Tanks,X360,N/A,Shooter,N/A
14689,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios
14690,Race Driver 2006,PSP,2006,Racing,Codemasters
14691,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist
14692,Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei
14693,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ
14694,Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts
14695,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart
14696,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown
14697,Parfait,PSV,2015,Adventure,TGL
14698,Mighty No. 9,WiiU,2016,Platform,Deep Silver
14699,Roadsters,PS,2000,Racing,Titus
14700,Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft
14701,DeathSmiles II,X360,2010,Shooter,Cave
14702,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia
14703,Kenka Bancho Otome,PSV,2016,Action,Screenlife
14704,Calcio Bit,GBA,2006,Sports,Nintendo
14705,Star Trek: The Game,PC,2013,Action,Namco Bandai Games
14706,Whiteout,XB,2002,Racing,Konami Digital Entertainment
14707,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli
14708,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision
14709,Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment
14710,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International
14711,The Talos Principle,PS4,2015,Puzzle,Devolver Digital
14712,Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP
14713,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory
14714,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory
14715,Syberia II,XB,2004,Adventure,Ubisoft
14716,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive
14717,Braid,PC,2009,Platform,Number None
14718,Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company
14719,LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown
14720,Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega
14721,Syberia,PC,2002,Action,Microids
14722,Pacific Liberator,Wii,2009,Action,Zoo Games
14723,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5
14724,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore
14725,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment
14726,Turn It Around,DS,2006,Action,505 Games
14727,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory
14728,Jack Keane,PC,2008,Adventure,Kalypso Media
14729,Girls Only,DS,2010,Simulation,Foreign Media Games
14730,Monsters vs. Aliens,PC,2009,Action,Activision
14731,In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment
14732,Fireblade,GC,2002,Action,Midway Games
14733,Kamigami no Asobi,PSP,2013,Adventure,Broccoli
14734,Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei
14735,Kong: King of Atlantis,GBA,2005,Action,THQ
14736,Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games
14737,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment
14738,Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst
14739,Onechanbara Z Kagura,X360,2012,Action,D3Publisher
14740,Ride,PC,2015,Racing,Milestone S.r.l.
14741,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore
14742,ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment
14743,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment
14744,Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment
14745,Tsuku Monogatari,PSP,2011,Adventure,FuRyu
14746,Vitamin Z,PS2,2009,Adventure,D3Publisher
14747,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist
14748,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti
14749,Battle vs. Chess,PC,N/A,Misc,TopWare Interactive
14750,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios
14751,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games
14752,Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown
14753,Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei
14754,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games
14755,Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success
14756,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment
14757,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment
14758,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb
14759,Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher
14760,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment
14761,Samurai Warriors 2,PS3,2013,Action,Tecmo Koei
14762,Bus Simulator 16,PC,2016,Simulation,Astragon
14763,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive
14764,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory
14765,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega
14766,The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher
14767,Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing
14768,Battle vs. Chess,X360,2011,Misc,TopWare Interactive
14769,Biohazard: Revival Selection,X360,2011,Action,Capcom
14770,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision
14771,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront
14772,Super Duper Sumos,GBA,N/A,Action,Unknown
14773,UK Truck Simulator,PC,2010,Simulation,N/A
14774,CID The Dummy,PSP,2009,Platform,Oxygen Interactive
14775,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment
14776,Loading Human,PS4,2016,Adventure,FuRyu Corporation
14777,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft
14778,The Last Guy,PS3,2009,Action,Sony Computer Entertainment
14779,Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment
14780,Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart
14781,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent
14782,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software
14783,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist
14784,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom
14785,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment
14786,Botanicula,PC,2012,Adventure,Daedalic Entertainment
14787,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's
14788,Max Payne,GBA,2003,Shooter,Take-Two Interactive
14789,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive
14790,Little Bears,DS,2009,Simulation,RTL
14791,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard
14792,Rush Hour,PS,1997,Misc,Psygnosis
14793,Pro Cast Sports Fishing,XB,2003,Sports,Capcom
14794,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games
14795,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment
14796,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist
14797,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment
14798,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers
14799,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft
14800,Cossacks: European Wars,PC,2001,Strategy,Strategy First
14801,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software
14802,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games
14803,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment
14804,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom
14805,Kisuato,PSV,2015,Adventure,TGL
14806,NBA 2K7,XB,2006,Sports,Take-Two Interactive
14807,Auto Modellista,GC,2003,Racing,Capcom
14808,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory
14809,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo
14810,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision
14811,Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment
14812,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu
14813,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core
14814,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works
14815,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games
14816,Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment
14817,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games
14818,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games
14819,Dream Girl Premier,3DS,2015,Misc,Alchemist
14820,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei
14821,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software
14822,Darius II,SAT,1995,Shooter,Taito
14823,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment
14824,ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment
14825,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver
14826,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games
14827,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games
14828,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto
14829,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei
14830,Putty Squad,PSV,2013,Platform,System 3
14831,Gotcha Force,GC,2003,Shooter,Capcom
14832,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft
14833,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts
14834,Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers
14835,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver
14836,The Perfect Golf,PS,1995,Sports,Seta Corporation
14837,Wrestle Kingdom,PS2,2006,Fighting,Yuke's
14838,Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment
14839,Dead Rising 2,PS4,2016,Action,Capcom
14840,Mojo!,XB,2003,Puzzle,DreamCatcher Interactive
14841,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom
14842,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb
14843,Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games
14844,Steins;Gate 0,PS3,2015,Adventure,5pb
14845,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision
14846,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment
14847,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft
14848,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works
14849,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games
14850,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory
14851,Clannad,X360,2008,Adventure,Prototype
14852,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus
14853,Jet Grind Radio,GBA,2003,Action,Sega
14854,Rugby Challenge 3,PS3,2016,Sports,Alternative Software
14855,Prince of Persia (2008),PC,2008,Action,Ubisoft
14856,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment
14857,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel
14858,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive
14859,Magicka,PC,2011,Role-Playing,Paradox Interactive
14860,Schlag den Raab,PC,2010,Misc,Namco Bandai Games
14861,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc"
14862,The Adventures of Lomax,PS,1996,Platform,Psygnosis
14863,Under the Skin,PS2,2004,Action,Capcom
14864,Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic
14865,Kabu Trader Shun,DS,2007,Action,Capcom
14866,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment
14867,Poy Poy,PS,1997,Action,Konami Digital Entertainment
14868,NHL 07,XB,2006,Sports,Electronic Arts
14869,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games
14870,AMNESIA World,PSV,2014,Adventure,Idea Factory
14871,DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment
14872,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment
14873,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive
14874,Resident Evil 5 HD,PS4,2016,Action,Capcom
14875,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube
14876,Teddy Together,3DS,2016,Simulation,Nintendo
14877,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype
14878,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft
14879,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games
14880,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment
14881,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering
14882,Battlezone,PSP,2006,Shooter,Atari
14883,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive
14884,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts
14885,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart
14886,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive
14887,Galileo,DS,2008,Adventure,D3Publisher
14888,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games
14889,Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer
14890,Super Monkey Ball Adventure,PS2,2006,Platform,Sega
14891,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games
14892,Madden NFL 07,GBA,2006,Sports,Electronic Arts
14893,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games
14894,Renegade Racers,PS,1999,Racing,Interplay
14895,The Legend of Korra (3DS),3DS,2014,Strategy,Activision
14896,MySims,PC,2008,Simulation,Electronic Arts
14897,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts
14898,AniMates!,DS,2007,Simulation,Lexicon Entertainment
14899,Franklin the Turtle,GBA,2005,Misc,Game Factory
14900,Senran Kagura: Bon Appetit!,PSV,2014,Misc,Marvelous Entertainment
14901,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts
14902,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision
