ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11989,0,0,0.07,0,0.07
11990,0.07,0,0,0.01,0.07
11991,0.07,0,0,0.01,0.07
11992,0.01,0.04,0,0.01,0.07
11993,0.04,0.03,0,0,0.07
11994,0.04,0.03,0,0,0.07
11995,0.06,0,0,0.01,0.07
11996,0,0,0.07,0,0.07
11997,0.07,0,0,0,0.07
11998,0,0.04,0.02,0.01,0.07
11999,0,0,0.07,0,0.07
12000,0,0,0.07,0,0.07
12001,0,0,0.07,0,0.07
12002,0.03,0.03,0,0.01,0.07
12003,0.04,0.03,0,0,0.07
12004,0.03,0.03,0,0.01,0.07
12005,0.07,0,0,0,0.07
12006,0.06,0,0,0.01,0.07
12007,0.04,0.02,0,0.01,0.07
12008,0,0,0.07,0,0.07
12009,0.05,0.02,0,0,0.07
12010,0,0.02,0.04,0,0.07
12011,0,0,0.07,0,0.07
12012,0.05,0.02,0,0,0.07
12013,0.03,0.03,0,0.01,0.07
12014,0,0,0.07,0,0.07
12015,0,0.06,0,0.01,0.07
12016,0.05,0.01,0,0,0.07
12017,0.06,0.01,0,0,0.07
12018,0,0,0.04,0.03,0.07
12019,0.06,0.01,0,0,0.07
12020,0,0,0.07,0,0.07
12021,0.05,0.02,0,0,0.07
12022,0.06,0.01,0,0,0.07
12023,0.06,0.01,0,0,0.07
12024,0.04,0.01,0.02,0,0.07
12025,0.07,0,0,0,0.07
12026,0.06,0.01,0,0.01,0.07
12027,0.05,0.02,0,0,0.07
12028,0,0,0.07,0,0.07
12029,0.07,0,0,0,0.07
12030,0,0,0.07,0,0.07
12031,0.05,0.01,0,0,0.07
12032,0,0,0.07,0,0.07
12033,0,0.03,0.03,0.01,0.07
12034,0.06,0,0,0,0.07
12035,0.06,0,0,0.01,0.07
12036,0.05,0.01,0,0,0.07
12037,0.06,0,0,0.01,0.07
12038,0,0,0.07,0,0.07
12039,0.05,0.02,0,0,0.07
12040,0.05,0.02,0,0,0.07
12041,0.06,0.01,0,0.01,0.07
12042,0.04,0.03,0,0,0.07
12043,0,0,0.07,0,0.07
12044,0.06,0,0,0.01,0.07
12045,0,0,0.07,0,0.07
12046,0.06,0,0,0.01,0.07
12047,0,0,0.07,0,0.07
12048,0.05,0.01,0,0,0.07
12049,0.06,0,0,0.01,0.07
12050,0.03,0,0.03,0.01,0.07
12051,0,0,0.07,0,0.07
12052,0.03,0.03,0,0.01,0.07
12053,0.03,0.01,0.02,0.01,0.07
12054,0,0,0.07,0,0.07
12055,0,0,0.07,0,0.07
12056,0.02,0,0.05,0,0.07
12057,0,0.01,0.06,0,0.07
12058,0.02,0,0.04,0.01,0.07
12059,0,0,0.07,0,0.07
12060,0.06,0,0,0,0.07
12061,0.04,0.03,0,0,0.07
12062,0.05,0.01,0,0,0.07
12063,0.04,0.02,0,0.01,0.07
12064,0,0,0.07,0,0.07
12065,0.04,0.03,0,0,0.07
12066,0,0.06,0,0.01,0.07
12067,0.06,0,0,0.01,0.07
12068,0.05,0.01,0,0,0.07
12069,0.03,0.03,0,0.01,0.07
12070,0.02,0.01,0.05,0,0.07
12071,0,0.06,0,0.01,0.07
12072,0.06,0,0,0.01,0.07
12073,0.02,0.01,0.04,0.01,0.07
12074,0.03,0.03,0,0.01,0.07
12075,0.03,0.03,0,0.01,0.07
12076,0.02,0.02,0.03,0.01,0.07
12077,0,0,0.07,0,0.07
12078,0.03,0.03,0,0.01,0.07
12079,0.06,0,0,0,0.07
12080,0.03,0.03,0,0.01,0.07
12081,0,0,0.07,0,0.07
12082,0.06,0,0,0,0.07
12083,0.05,0.01,0,0,0.07
12084,0.05,0.01,0,0,0.07
12085,0,0,0.07,0,0.07
12086,0.04,0.03,0,0,0.07
12087,0.05,0.01,0,0.01,0.07
12088,0.06,0,0,0.01,0.07
12089,0,0,0.07,0,0.07
12090,0.05,0.02,0,0,0.07
12091,0.05,0.01,0,0.01,0.07
12092,0,0,0.07,0,0.07
12093,0.06,0.01,0,0.01,0.07
12094,0.01,0.05,0,0.01,0.07
12095,0,0,0.07,0,0.07
12096,0.04,0.03,0,0,0.07
12097,0,0,0.07,0,0.07
12098,0.01,0.04,0,0.01,0.07
12099,0,0,0.07,0,0.07
12100,0,0,0.07,0,0.07
12101,0.06,0,0,0,0.07
12102,0.05,0.01,0,0,0.07
12103,0,0,0.07,0,0.07
12104,0,0,0.07,0,0.07
12105,0,0,0.07,0,0.07
12106,0,0,0.07,0,0.07
12107,0.06,0,0,0,0.07
12108,0.04,0,0.03,0,0.07
12109,0,0.06,0,0.01,0.07
12110,0.04,0.03,0,0,0.07
12111,0.03,0.03,0,0.01,0.07
12112,0.06,0,0,0,0.07
12113,0,0,0.06,0,0.07
12114,0.06,0,0,0,0.07
12115,0,0,0.07,0,0.07
12116,0.04,0.02,0,0.01,0.07
12117,0.06,0,0,0.01,0.07
12118,0,0,0.06,0,0.07
12119,0.01,0.05,0,0.01,0.07
12120,0.06,0,0,0,0.07
12121,0,0,0.07,0,0.07
12122,0,0,0.06,0,0.07
12123,0.03,0.03,0,0.01,0.07
12124,0.03,0.03,0,0.01,0.07
12125,0,0,0.07,0,0.07
12126,0.04,0.03,0,0,0.07
12127,0.06,0,0,0,0.07
12128,0.05,0.01,0,0,0.07
12129,0.05,0.01,0,0,0.07
12130,0,0.06,0,0.01,0.07
12131,0,0.06,0,0.01,0.07
12132,0.03,0.03,0,0.01,0.07
12133,0.06,0,0,0,0.07
12134,0,0.06,0,0,0.07
12135,0,0,0.07,0,0.07
12136,0.02,0.03,0,0.01,0.07
12137,0.06,0,0,0.01,0.07
12138,0,0,0.07,0,0.07
12139,0,0.06,0,0.01,0.07
12140,0.06,0,0,0.01,0.07
12141,0,0,0.07,0,0.07
12142,0.06,0,0,0.01,0.07
12143,0.06,0,0,0,0.07
12144,0.06,0.01,0,0.01,0.07
12145,0,0,0.07,0,0.07
12146,0.06,0,0,0,0.07
12147,0.05,0.02,0,0,0.07
12148,0.03,0.03,0,0.01,0.07
12149,0.04,0.03,0,0,0.07
12150,0,0.03,0.04,0,0.07
12151,0.05,0.01,0,0,0.07
12152,0,0,0.07,0,0.07
12153,0,0,0.07,0,0.07
12154,0,0,0.07,0,0.07
12155,0.05,0.01,0,0,0.07
12156,0.06,0,0,0,0.07
12157,0,0,0.07,0,0.07
12158,0.01,0.04,0.01,0.01,0.07
12159,0.02,0,0.05,0,0.07
12160,0.05,0.01,0,0.01,0.07
12161,0.04,0.03,0,0,0.07
12162,0.06,0,0,0.01,0.07
12163,0.04,0.03,0,0,0.07
12164,0.06,0,0,0,0.07
12165,0.05,0.01,0,0.01,0.07
12166,0.06,0,0,0.01,0.07
12167,0.03,0.03,0,0.01,0.07
12168,0.05,0.01,0,0,0.07
12169,0,0,0.07,0,0.07
12170,0,0,0.07,0,0.07
12171,0.04,0.03,0,0,0.07
12172,0.03,0.03,0,0.01,0.07
12173,0.05,0.01,0,0.01,0.07
12174,0.06,0,0,0,0.07
12175,0,0,0.07,0,0.07
12176,0.05,0.01,0,0,0.07
12177,0,0,0.07,0,0.07
12178,0,0,0.07,0,0.07
12179,0.05,0.01,0,0.01,0.07
12180,0.05,0.02,0,0,0.07
12181,0.03,0.03,0,0.01,0.07
12182,0,0.06,0,0.01,0.07
12183,0.05,0.01,0,0,0.07
12184,0.05,0.02,0,0,0.07
12185,0.06,0,0,0,0.07
12186,0.03,0.03,0,0.01,0.07
12187,0.01,0.05,0,0.01,0.07
12188,0.03,0.03,0,0.01,0.07
12189,0,0,0.07,0,0.07
12190,0.05,0.01,0,0,0.07
12191,0,0,0.07,0,0.07
12192,0.05,0.02,0,0,0.07
12193,0,0,0.07,0,0.07
12194,0.06,0,0,0.01,0.07
12195,0.05,0.02,0,0,0.07
12196,0,0,0.07,0,0.07
12197,0.03,0.03,0,0.01,0.07
12198,0.06,0,0,0,0.07
12199,0.01,0.05,0,0,0.07
12200,0.05,0.01,0,0,0.07
12201,0.01,0.04,0,0.01,0.07
12202,0.05,0.02,0,0,0.07
12203,0.05,0.02,0,0,0.07
12204,0.05,0.01,0,0.01,0.07
12205,0.06,0,0,0.01,0.07
12206,0,0.06,0,0.01,0.07
12207,0.04,0.03,0,0,0.07
12208,0.06,0,0,0,0.07
12209,0,0,0.06,0,0.07
12210,0,0,0.07,0,0.07
12211,0.06,0,0,0,0.07
12212,0.06,0,0,0.01,0.07
12213,0.06,0,0,0,0.07
12214,0.04,0.03,0,0,0.07
12215,0.06,0,0,0,0.07
12216,0,0,0.07,0,0.07
12217,0.04,0.03,0,0,0.07
12218,0,0,0.07,0,0.07
12219,0.05,0.01,0,0,0.07
12220,0.05,0.01,0,0.01,0.07
12221,0.06,0,0,0,0.07
12222,0.03,0.03,0,0.01,0.07
12223,0.06,0,0,0.01,0.07
12224,0.04,0.02,0,0,0.07
12225,0.05,0.02,0,0,0.07
12226,0,0,0.07,0,0.07
12227,0,0.05,0,0.02,0.07
12228,0.03,0.03,0,0.01,0.07
12229,0,0,0.07,0,0.07
12230,0,0.05,0.01,0.01,0.07
12231,0.05,0.01,0,0,0.07
12232,0.05,0.01,0,0,0.07
12233,0.05,0.01,0,0.01,0.07
12234,0.06,0,0,0,0.07
12235,0.04,0.02,0,0.01,0.07
12236,0,0.06,0,0.01,0.07
12237,0.06,0,0,0,0.07
12238,0,0,0.07,0,0.07
12239,0,0,0.06,0,0.07
12240,0.06,0,0,0,0.07
12241,0,0,0.07,0,0.07
12242,0.05,0.01,0,0,0.07
12243,0.06,0,0,0,0.07
12244,0,0,0.07,0,0.07
12245,0.05,0,0,0.01,0.07
12246,0.04,0.02,0,0,0.07
12247,0,0,0.07,0,0.07
12248,0,0.05,0,0.01,0.07
12249,0.03,0.03,0,0.01,0.07
12250,0.04,0.02,0,0.01,0.07
12251,0,0.06,0,0,0.07
12252,0,0,0.07,0,0.07
12253,0,0,0.07,0,0.07
12254,0.06,0,0,0,0.07
12255,0.05,0.02,0,0,0.07
12256,0.04,0.02,0,0,0.07
12257,0.06,0,0,0,0.07
12258,0.05,0.02,0,0,0.07
12259,0.01,0.05,0,0.01,0.07
12260,0.05,0.01,0,0,0.07
12261,0,0,0.07,0,0.07
12262,0.05,0.02,0,0,0.07
12263,0.06,0,0,0,0.07
12264,0.06,0,0,0,0.07
12265,0.03,0.02,0,0.01,0.07
12266,0,0,0.07,0,0.07
12267,0.05,0.01,0,0.01,0.07
12268,0.02,0.01,0.03,0.01,0.07
12269,0.06,0,0,0,0.07
12270,0,0,0.07,0,0.07
12271,0.06,0,0,0,0.07
12272,0.05,0.01,0,0,0.07
12273,0.04,0.02,0,0,0.07
12274,0.05,0.01,0,0,0.07
12275,0,0,0.07,0,0.07
12276,0,0.06,0,0.01,0.07
12277,0,0.06,0,0.01,0.06
12278,0,0,0.06,0,0.06
12279,0.05,0.02,0,0,0.06
12280,0.01,0.01,0.05,0,0.06
12281,0,0,0.06,0,0.06
12282,0.02,0.04,0,0,0.06
12283,0.05,0,0.01,0.01,0.06
12284,0.05,0.01,0,0,0.06
12285,0.05,0.01,0,0,0.06
12286,0.03,0.02,0,0.01,0.06
12287,0.05,0.01,0,0,0.06
12288,0,0,0.06,0,0.06
12289,0.05,0.02,0,0,0.06
12290,0.05,0.01,0,0,0.06
12291,0.04,0.02,0,0,0.06
12292,0.05,0.01,0,0,0.06
12293,0.05,0.01,0,0,0.06
12294,0,0.05,0,0.01,0.06
12295,0.06,0,0,0,0.06
12296,0.06,0,0,0,0.06
12297,0.03,0.03,0,0.01,0.06
12298,0.05,0.01,0,0,0.06
12299,0,0,0.06,0,0.06
12300,0.05,0.01,0,0,0.06
12301,0.06,0,0,0,0.06
12302,0.05,0.02,0,0,0.06
12303,0,0,0.06,0,0.06
12304,0,0,0.06,0,0.06
12305,0.03,0.02,0,0.01,0.06
12306,0.06,0,0,0,0.06
12307,0.05,0.01,0,0,0.06
12308,0,0.06,0,0.01,0.06
12309,0.06,0,0,0,0.06
12310,0.06,0,0,0,0.06
12311,0,0,0.06,0,0.06
12312,0,0,0.06,0,0.06
12313,0.01,0.01,0.04,0.01,0.06
12314,0.06,0,0,0,0.06
12315,0,0,0.06,0,0.06
12316,0.05,0.01,0,0,0.06
12317,0.05,0.02,0,0,0.06
12318,0,0,0.06,0,0.06
12319,0,0.04,0.02,0,0.06
12320,0.05,0.01,0,0,0.06
12321,0,0,0.06,0,0.06
12322,0.06,0,0,0,0.06
12323,0.06,0,0,0,0.06
12324,0,0,0.06,0,0.06
12325,0.03,0.02,0,0.01,0.06
12326,0,0,0.06,0,0.06
12327,0,0.05,0,0.01,0.06
12328,0,0,0.06,0,0.06
12329,0.06,0,0,0,0.06
12330,0.04,0.02,0,0.01,0.06
12331,0,0,0.06,0,0.06
12332,0,0,0.06,0,0.06
12333,0,0,0.06,0,0.06
12334,0.04,0.02,0,0,0.06
12335,0,0,0.06,0,0.06
12336,0.04,0.02,0,0.01,0.06
12337,0.06,0,0,0,0.06
12338,0.04,0.01,0.01,0,0.06
12339,0,0,0.06,0,0.06
12340,0,0,0.06,0,0.06
12341,0.06,0,0,0,0.06
12342,0.06,0,0,0,0.06
12343,0.05,0.01,0,0,0.06
12344,0,0,0.06,0,0.06
12345,0.04,0,0.02,0,0.06
12346,0,0,0.06,0,0.06
12347,0,0,0.06,0,0.06
12348,0.03,0.01,0.02,0,0.06
12349,0.03,0.02,0,0.01,0.06
12350,0,0,0.06,0,0.06
12351,0.05,0.02,0,0,0.06
12352,0.03,0.02,0,0.01,0.06
12353,0.05,0.01,0,0,0.06
12354,0,0,0.06,0,0.06
12355,0,0,0.06,0,0.06
12356,0,0.06,0,0.01,0.06
12357,0,0,0.06,0,0.06
12358,0.05,0.01,0,0,0.06
12359,0,0,0.06,0,0.06
12360,0.06,0,0,0,0.06
12361,0.06,0,0,0,0.06
12362,0.06,0,0,0,0.06
12363,0.05,0.01,0,0,0.06
12364,0.06,0,0,0,0.06
12365,0,0,0.06,0,0.06
12366,0,0,0.06,0,0.06
12367,0,0,0.06,0,0.06
12368,0,0,0.06,0,0.06
12369,0.06,0,0,0,0.06
12370,0.01,0.05,0,0,0.06
12371,0.05,0.02,0,0,0.06
12372,0,0,0.06,0,0.06
12373,0.03,0.02,0,0.01,0.06
12374,0.03,0.02,0,0.01,0.06
12375,0.05,0.02,0,0,0.06
12376,0.06,0,0,0,0.06
12377,0.04,0.02,0,0,0.06
12378,0.05,0.01,0,0,0.06
12379,0.06,0,0,0,0.06
12380,0.05,0,0,0.01,0.06
12381,0.06,0,0,0,0.06
12382,0,0,0.06,0,0.06
12383,0,0,0.06,0,0.06
12384,0,0,0.06,0,0.06
12385,0.05,0.01,0,0,0.06
12386,0.03,0.03,0,0.01,0.06
12387,0.06,0,0,0,0.06
12388,0.05,0.01,0,0,0.06
12389,0.02,0.01,0.03,0.01,0.06
12390,0.04,0.02,0,0,0.06
12391,0.04,0.02,0,0,0.06
12392,0,0,0.06,0,0.06
12393,0,0.05,0,0.01,0.06
12394,0.06,0,0,0,0.06
12395,0,0,0.06,0,0.06
12396,0,0,0.06,0,0.06
12397,0,0,0.06,0,0.06
12398,0.06,0,0,0,0.06
12399,0.05,0.01,0,0.01,0.06
12400,0.06,0,0,0,0.06
12401,0.03,0.02,0,0.01,0.06
12402,0.02,0.04,0,0,0.06
12403,0,0.06,0,0,0.06
12404,0.03,0.02,0,0.01,0.06
12405,0,0,0.06,0,0.06
12406,0,0,0.06,0,0.06
12407,0.03,0,0.02,0.01,0.06
12408,0.06,0,0,0,0.06
12409,0.03,0.02,0,0.01,0.06
12410,0.04,0.02,0,0,0.06
12411,0.04,0.02,0,0,0.06
12412,0,0,0.06,0,0.06
12413,0.06,0,0,0.01,0.06
12414,0,0,0.06,0,0.06
12415,0.06,0,0,0,0.06
12416,0,0.05,0,0.01,0.06
12417,0.06,0,0,0,0.06
12418,0,0,0.06,0,0.06
12419,0,0,0.06,0,0.06
12420,0.06,0,0,0,0.06
12421,0.04,0.02,0,0,0.06
12422,0,0,0.06,0,0.06
12423,0.03,0.02,0,0,0.06
12424,0.06,0,0,0,0.06
12425,0,0,0.06,0,0.06
12426,0.06,0,0,0,0.06
12427,0.05,0.01,0,0,0.06
12428,0.06,0,0,0,0.06
12429,0.06,0,0,0,0.06
12430,0,0.05,0,0.01,0.06
12431,0.01,0.02,0.02,0.01,0.06
12432,0.03,0.02,0,0.01,0.06
12433,0.05,0.01,0,0,0.06
12434,0.01,0.04,0,0.01,0.06
12435,0,0,0.06,0,0.06
12436,0.03,0.02,0,0.01,0.06
12437,0.06,0,0,0,0.06
12438,0.03,0.02,0,0,0.06
12439,0,0,0.06,0,0.06
12440,0.03,0.02,0,0,0.06
12441,0,0.06,0,0.01,0.06
12442,0,0.06,0,0,0.06
12443,0.06,0,0,0,0.06
12444,0.05,0.01,0,0,0.06
12445,0.06,0,0,0,0.06
12446,0.04,0,0.01,0,0.06
12447,0,0,0.06,0,0.06
12448,0.05,0.01,0,0,0.06
12449,0.04,0.02,0,0,0.06
12450,0.03,0.02,0,0.01,0.06
12451,0,0,0.06,0,0.06
12452,0.03,0.02,0,0.01,0.06
12453,0.06,0,0,0,0.06
12454,0,0.05,0,0.01,0.06
12455,0,0,0.06,0,0.06
12456,0.06,0,0,0,0.06
12457,0.02,0.04,0,0,0.06
12458,0.06,0,0,0.01,0.06
12459,0.03,0.02,0,0.01,0.06
12460,0,0,0.06,0,0.06
12461,0,0,0.06,0,0.06
12462,0.01,0.04,0,0.01,0.06
12463,0.03,0.02,0,0.01,0.06
12464,0.01,0.01,0.04,0.01,0.06
12465,0,0.05,0,0.01,0.06
12466,0.03,0.02,0,0.01,0.06
12467,0.02,0.03,0,0.01,0.06
12468,0.03,0.02,0,0.01,0.06
12469,0.03,0.02,0,0.01,0.06
12470,0,0,0.06,0,0.06
12471,0.05,0.01,0,0,0.06
12472,0.04,0.01,0,0.01,0.06
12473,0.05,0.01,0,0,0.06
12474,0.03,0.02,0,0,0.06
12475,0,0,0.06,0,0.06
12476,0.03,0.02,0,0.01,0.06
12477,0.05,0.01,0,0,0.06
12478,0.03,0.02,0,0.01,0.06
12479,0.06,0,0,0,0.06
12480,0.04,0.02,0,0,0.06
12481,0.04,0.02,0,0,0.06
12482,0.04,0.02,0,0.01,0.06
12483,0,0,0.06,0,0.06
12484,0,0,0.06,0,0.06
12485,0,0,0.06,0,0.06
12486,0,0,0.06,0,0.06
12487,0,0,0.06,0,0.06
12488,0.05,0.01,0,0,0.06
12489,0.05,0.01,0,0,0.06
12490,0,0,0.06,0,0.06
12491,0.06,0,0,0,0.06
12492,0,0,0.06,0,0.06
12493,0.02,0.04,0,0.01,0.06
12494,0.06,0,0,0,0.06
12495,0,0,0.06,0,0.06
12496,0.06,0,0,0,0.06
12497,0,0,0.06,0,0.06
12498,0.06,0,0,0,0.06
12499,0,0,0.06,0,0.06
12500,0,0.02,0.03,0,0.06
12501,0.05,0.01,0,0,0.06
12502,0.05,0.01,0,0,0.06
12503,0.01,0.04,0,0.01,0.06
12504,0,0,0.06,0,0.06
12505,0,0.05,0,0.01,0.06
12506,0.03,0.02,0,0.01,0.06
12507,0,0,0.06,0,0.06
12508,0,0,0.06,0,0.06
12509,0,0,0.06,0,0.06
12510,0.04,0.02,0,0,0.06
12511,0,0.05,0,0.01,0.06
12512,0.06,0,0,0,0.06
12513,0.05,0,0,0,0.06
12514,0.05,0.01,0,0,0.06
12515,0.06,0,0,0,0.06
12516,0,0,0.06,0,0.06
12517,0.06,0,0,0,0.06
12518,0.02,0.03,0,0,0.06
12519,0.05,0.01,0,0,0.06
12520,0.04,0.01,0,0,0.06
12521,0.06,0,0,0,0.06
12522,0,0.05,0,0.01,0.06
12523,0.05,0.01,0,0,0.06
12524,0,0,0.06,0,0.06
12525,0,0,0.06,0,0.06
12526,0,0,0.06,0,0.06
12527,0,0,0.06,0,0.06
12528,0.05,0.01,0,0,0.06
12529,0.05,0.01,0,0,0.06
12530,0.06,0,0,0,0.06
12531,0,0.05,0,0.01,0.06
12532,0.05,0,0,0,0.06
12533,0,0,0.06,0,0.06
12534,0.06,0,0,0,0.06
12535,0,0,0.06,0,0.06
12536,0,0,0.06,0,0.06
12537,0.05,0.01,0,0,0.06
12538,0,0,0.06,0,0.06
12539,0.05,0,0,0.01,0.06
12540,0.06,0,0,0,0.06
12541,0.05,0.01,0,0.01,0.06
12542,0,0,0.06,0,0.06
12543,0,0.05,0,0.01,0.06
12544,0.06,0,0,0,0.06
12545,0.04,0.02,0,0.01,0.06
12546,0.03,0.02,0,0.01,0.06
12547,0,0,0.06,0,0.06
12548,0,0,0.06,0,0.06
12549,0.05,0,0,0,0.06
12550,0.03,0.02,0,0,0.06
12551,0.06,0,0,0,0.06
12552,0.06,0,0,0,0.06
12553,0,0,0.06,0,0.06
12554,0,0.05,0,0.01,0.06
12555,0.05,0.01,0,0,0.06
12556,0.05,0.01,0,0,0.06
12557,0.05,0.01,0,0,0.06
12558,0.05,0.01,0,0,0.06
12559,0.05,0.01,0,0,0.06
12560,0.05,0.01,0,0,0.06
12561,0.05,0.01,0,0,0.06
12562,0.05,0.01,0,0,0.06
12563,0.05,0.01,0,0,0.06
12564,0.05,0.01,0,0,0.06
12565,0,0.03,0.03,0,0.06
12566,0.05,0.01,0,0,0.06
12567,0,0,0.06,0,0.06
12568,0.05,0.01,0,0,0.06
12569,0,0,0.06,0,0.06
12570,0.06,0,0,0,0.06
12571,0.05,0,0,0.01,0.06
12572,0.06,0,0,0,0.06
12573,0,0,0.06,0,0.06
12574,0,0.05,0,0.01,0.06
12575,0.04,0.01,0,0,0.06
12576,0.04,0.02,0,0,0.06
12577,0,0,0.06,0,0.06
12578,0.05,0.01,0,0,0.06
12579,0.06,0,0,0,0.06
12580,0.06,0,0,0,0.06
12581,0,0.05,0,0.01,0.06
12582,0.06,0,0,0,0.06
12583,0.06,0,0,0,0.06
12584,0.04,0.01,0,0.01,0.06
12585,0.06,0,0,0,0.06
12586,0.03,0.02,0,0.01,0.06
12587,0,0,0.06,0,0.06
12588,0.03,0.02,0,0,0.06
12589,0.06,0,0,0,0.06
12590,0.06,0,0,0,0.06
12591,0,0,0.06,0,0.06
12592,0,0,0.06,0,0.06
12593,0.05,0,0,0.01,0.06
12594,0.06,0,0,0,0.06
12595,0.03,0.02,0,0.01,0.06
12596,0.03,0.02,0,0.01,0.06
12597,0.05,0,0,0,0.06
12598,0.04,0.02,0,0,0.06
12599,0.04,0.02,0,0,0.06
12600,0,0,0.06,0,0.06
12601,0,0,0.06,0,0.06
12602,0.05,0,0,0,0.06
12603,0.06,0,0,0,0.06
12604,0.04,0.02,0,0,0.06
12605,0,0,0.06,0,0.06
12606,0.04,0.02,0,0.01,0.06
12607,0,0,0.06,0,0.06
12608,0.05,0,0,0,0.06
12609,0.05,0.01,0,0,0.06
12610,0.04,0.02,0,0,0.06
12611,0,0,0.06,0,0.06
12612,0.05,0,0,0,0.06
12613,0.04,0.01,0,0,0.06
12614,0,0,0.06,0,0.06
12615,0,0,0.06,0,0.06
12616,0,0,0.06,0,0.06
12617,0.03,0.02,0,0,0.06
12618,0,0,0.06,0,0.06
12619,0,0,0.06,0,0.06
12620,0.03,0.02,0,0,0.06
12621,0.04,0.02,0,0,0.06
12622,0.04,0.02,0,0,0.06
12623,0.05,0.01,0,0,0.06
12624,0.05,0,0,0.01,0.06
12625,0,0,0.06,0,0.06
12626,0.05,0.01,0,0,0.06
12627,0,0,0.06,0,0.06
12628,0.03,0.02,0,0.01,0.06
12629,0.03,0.02,0,0.01,0.06
12630,0.04,0.01,0,0,0.06
12631,0,0,0.06,0,0.06
12632,0,0.06,0,0,0.06
12633,0,0,0.06,0,0.06
12634,0,0,0.06,0,0.06
12635,0.04,0.01,0,0,0.06
12636,0.04,0.01,0,0,0.06
12637,0.03,0.02,0,0.01,0.06
12638,0.05,0,0,0,0.06
12639,0.03,0.02,0,0.01,0.06
12640,0.05,0,0,0,0.06
12641,0,0.05,0,0.01,0.06
12642,0.06,0,0,0,0.06
12643,0,0.05,0,0,0.06
12644,0.05,0,0,0,0.06
12645,0,0,0.06,0,0.06
12646,0.03,0.02,0,0.01,0.06
12647,0.05,0,0,0,0.06
12648,0,0,0.06,0,0.06
12649,0,0,0.06,0,0.06
12650,0,0.05,0,0.01,0.06
12651,0.04,0.02,0,0,0.06
12652,0,0.05,0,0.01,0.06
12653,0.04,0.01,0,0,0.06
12654,0,0,0.06,0,0.06
12655,0.05,0,0,0,0.06
12656,0,0,0.06,0,0.06
12657,0.05,0,0,0,0.06
12658,0.05,0.01,0,0,0.06
12659,0,0,0.06,0,0.06
12660,0.03,0.02,0,0.01,0.06
12661,0.05,0,0,0,0.06
12662,0.05,0,0,0,0.06
12663,0.03,0.02,0,0,0.06
12664,0.05,0,0,0,0.06
12665,0,0,0.06,0,0.06
12666,0,0,0.06,0,0.06
12667,0.03,0.02,0,0,0.06
12668,0.06,0,0,0,0.06
12669,0,0,0.06,0,0.06
12670,0.05,0,0,0,0.06
12671,0.05,0,0,0,0.06
12672,0.02,0.02,0.02,0.01,0.06
12673,0.04,0.02,0,0,0.06
12674,0.03,0.02,0,0.01,0.06
12675,0.04,0.01,0,0,0.06
12676,0.05,0,0,0.01,0.06
12677,0,0,0.06,0,0.06
12678,0.05,0,0,0.01,0.06
12679,0,0,0.06,0,0.06
12680,0.03,0.02,0,0.01,0.06
12681,0,0,0.06,0,0.06
12682,0,0,0.06,0,0.06
12683,0,0.05,0,0.01,0.06
12684,0.05,0,0,0.01,0.06
12685,0.01,0,0.05,0,0.06
12686,0,0.05,0,0.01,0.06
12687,0.03,0.02,0,0,0.06
12688,0.05,0,0,0,0.06
12689,0,0,0.06,0,0.06
12690,0.05,0.01,0,0,0.06
12691,0.04,0.01,0,0,0.06
12692,0,0,0.06,0,0.06
12693,0.03,0.02,0,0.01,0.06
12694,0,0,0.06,0,0.06
12695,0.05,0,0,0,0.06
12696,0.05,0,0,0,0.06
12697,0.06,0,0,0,0.06
12698,0.05,0,0,0,0.06
12699,0,0,0.06,0,0.06
12700,0,0,0.06,0,0.06
12701,0.04,0.01,0,0,0.06
12702,0.03,0.02,0,0.01,0.06
12703,0.03,0.02,0,0.01,0.06
12704,0,0.05,0,0,0.06
12705,0,0,0.06,0,0.06
12706,0.04,0.02,0,0,0.06
12707,0.04,0.01,0,0,0.06
12708,0.05,0,0,0,0.06
12709,0,0,0.05,0,0.06
12710,0,0,0.06,0,0.06
12711,0.04,0.01,0,0,0.06
12712,0.05,0,0,0,0.06
12713,0.04,0.02,0,0,0.06
12714,0,0,0.06,0,0.06
12715,0.03,0.02,0,0,0.06
12716,0,0,0.06,0,0.06
12717,0.04,0,0.01,0,0.06
12718,0.03,0.02,0,0.01,0.06
12719,0,0,0.06,0,0.06
12720,0.05,0,0,0,0.06
12721,0,0.05,0,0,0.06
12722,0.03,0.02,0,0,0.06
12723,0,0,0.06,0,0.06
12724,0,0,0.06,0,0.06
12725,0.03,0.02,0,0,0.06
12726,0.04,0.02,0,0,0.06
12727,0.03,0.02,0,0,0.06
12728,0,0,0.06,0,0.06
12729,0,0,0.06,0,0.06
12730,0,0.05,0,0.01,0.06
12731,0.05,0,0,0.01,0.06
12732,0.04,0.02,0,0,0.06
12733,0,0,0.06,0,0.06
12734,0,0,0.06,0,0.06
12735,0.05,0,0,0,0.06
12736,0,0,0.06,0,0.06
12737,0.04,0.01,0,0,0.06
12738,0.04,0.01,0,0,0.06
12739,0,0,0.06,0,0.06
12740,0,0,0.06,0,0.06
12741,0.05,0,0,0,0.06
12742,0,0.05,0,0.01,0.06
12743,0.05,0,0,0,0.06
12744,0.01,0.04,0,0.01,0.06
12745,0.05,0,0,0,0.06
